,narrator_id,name,grade,death_reason,places_of_stay
180,183,Ubaydah ibn al-Harith ( عبيدة بن الحارث بن المطلب ( رضي الله عنه,Comp.(RA),Martyred,"Makkah, Medinah"
181,184,Muhammad ibn Ja'far ( محمد بن جعفر بن أبي طالب ( رضي الله عنه,Comp.(RA),,"Abyssinia,  Medinah,  Kufa"
182,185,Awn ibn Ja'far ( عون بن جعفر بن أبي طالب الهاشمي ( رضي الله عنه,Comp.(RA),Martyred,"Abyssinia,  Medinah,  Kufa"
183,186,Umm Kulthum bint 'Amr (Jarwal) ( أم كلثوم بنت عمرو بن جرول الخزاعية ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medina"
184,187,Umm Shareek ( أم شريك العامرية/ الأنصارية/ الدوسية ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,Medina
185,188,Umm 'Ubays ( أم عبيس ( رضي الله عنها,Comp.(RA),Natural,"Makkah,  Medina"
186,189,Uqba bin 'Amir al-Juhayni ( عقبة بن عامر الجهني ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Medina, Syria, Egypt"
187,190,Urwah ibn Mas'ud al-Thaqafi ( عروة بن مسعود بن معتب الثقفي  ( رضي الله عنه,Comp.(RA),Martyred,"Makkah, Medina, Ta"
188,191,Ayman bin 'Ubiad (  أيمن بن عبيد بن زيد بن عمرو ( رضي الله عنه,Comp.(RA),Martyred,"Makkah, Medinah"
189,192,Abdullah b. Zama'a ( عبد الله بن زمعة بن الأسود بن المطلب ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Makkah, Medina"
190,193,Mulayl bin Wabara bin Khalid ( مليل بن وبرة بن خالد بن العجلان ( رضي الله عنه,Comp.(RA),Natural,Medinah
191,194,Habiba bint Mulayl bin Wabara ( حبيبة بنت مليل بن وبرة بن خالد ( رضي الله عنها,Comp.(RA),Natural,Medinah
192,195,Bushra bint Mulayl bin Wabara ( بشرة بنت مليل بن وبرة بن خالد ( رضي الله عنها,Comp.(RA),Natural,Medinah
193,196,Atikah bint Zayd ( عاتكة بنت زيد بن عمرو بن نفيل  ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Medina"
194,197,Tulayb bin 'Umayr ( طليب بن عمير بن وهب ( رضي الله عنه,Comp.(RA),Martyred,"Makkah, Abyssinia, Medinah"
195,198,Umm Hani bint Abi Talib ( ام هانى بنت أبي طالب ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,"Makkah, Medina"
196,199,Jumanah bint Abi Talib ( جمانة بنت أبي طالب بن عبد المطلب ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Medina"
197,200,Umayr bin Sa'd al-Ansari ( عمير بن سعيد بن عبيد الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Medinah, Syria, Hims, Kufa"
198,201,Basbas bin 'Amr bin Tha'laba ( بسبس بن عمرو بن ثعلبة ( رضي الله عنه,Comp.(RA),Natural,Medinah
199,202,"Umm Ayman, Barakah ( أم أيمن مولاة النبي صلى الله عليه وسلم ( رضي الله عنها",Comp.(RA) [1st Generation],Natural,"Makkah, Medina"
200,203,Habiba bint Kharijah ibn Zayd ( حبيبة بنت خارجة بن زيد ( رضي الله عنها,Comp.(RA),Natural,Medina
201,204,Abdullah ibn Hudhafah as-Sahmi ( عبد الله بن حذافة ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Makkah, Abyssinia, Medinah, Egypt"
202,205,Tufail ibn 'Abdullah ( الطفيل بن عبد الله بن الحارث بن سخبرة ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Sarat,  Makkah,  Madinah"
203,206,Utbah ibn Ghazwan ( عتبة بن غزوان ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Makkah, Abyssinia, Medinah, Basrah"
204,207,Mahabba bint ar-Rabi' ibn 'Amr ( محبة بنت الربيع بن عمرو بن أبي زهير ( رضي الله عنها,Comp.(RA),,Medina
205,208,Muhammad bin 'Abdur Rahman ( محمد بن عبد الرحمن بن أبي بكر ( رضي الله عنه,Comp.(RA),Natural,Medinah
206,209,Umm Haram bint Milhan ( أم حرام بنت ملحان ( رضي الله عنها,Comp.(RA) [1st Generation],Martyred,Medinah
207,210,Huzayla bint 'Utba ibn 'Amr ( هزيلة بنت عتبة بن عمرو ( رضي الله عنها,Comp.(RA),Natural,Medina
208,211,Zayd ibn Kharija ibn Zayd ( زيد بن خارجة بن زيد ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,Medina
209,212,Adi ibn Hatim al-Tayyi' ( عدي بن حاتم الطائي ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Medina, Kufa"
210,213,Ibn Umm Maktum ( عبد الله بن أم مكتوم الأعمى القرشي ( رضي الله عنه,Comp.(RA) [1st Generation],Martyred,"Makkah, Medina, Iraq"
211,214,Jamila bint Sa'd ibn ar-Rabi' ( أم سعد/ أم خارجة/جميلة بنت سعد بن الربيع ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,Medinah
212,215,Amra bint Hazm ibn Zayd ( عمرة بنت حزم الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
213,216,al-Harith ibn Nawfal ibn al-Harith ( الحارث بن نوفل بن الحارث ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Makkah, Medina, Basra"
214,217,Umayr bin Wahb ( عمير بن وهب بن خلف ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medinah"
215,218,Yazid bin Abi Sufyan ( يزيد بن أبي سفيان ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Makkah, Medinah, Syria, Palestine"
216,219,Abu 'Umair bin Abi Talha ( أبو عمير بن أبي طلحة زيد بن سهل الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medinah
217,220,Umama bint As-Samit ( أمامة بنت الصامت بن قيس بن أصرم ( رضي الله عنها,Comp.(RA),Natural,Medinah
218,221,Suhyal bin Bayda' ( سهيل بن بيضاء القرشي ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Abyssinia, Medinah"
219,222,Umm Khultum bint Suhayl ( أم كلثوم بنت سهيل بن عمرو ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Abyssinia, Medinah"
220,223,Abu Sibrah bin Abi Ruhm ( أبو سبرة بن أبي رهم بن عبد العزي ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Abyssinia, Medinah"
221,224,Fatima bint Qays ( فاطمة بنت قيس ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,"Makkah, Medina, Kufah"
222,225,Ad-Dahhak bin Qays ( الضحاك بن قيس بن خالد ( رضي الله عنه,Comp.(RA) [1st Generation],,"Makkah, Medina, Damascus, Kufa"
223,226,Thabit bin As-Samit ( ثابت بن الصامت بن قيس بن أصرم ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medinah"
224,227,Abu Burzah al-Aslami ( أبو برزة الأسلمي ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Medina, Basra, Syria"
225,228,Khawla bint As-Samit ( خولة بنت الصامت بن قيس بن أصرم ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Medinah"
226,229,Abu Talha Ansari ( أبو طلحة الأنصاري زيد بن سهل بن الأسود ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,Medinah
227,230,Addas ( عداس مولى شيبة بن ربيعة ( رضي الله عنه,Comp.(RA),Natural,"Tai'f, Makkah, Medinah"
228,231,Arwa bint 'Abd al-Muttalib ( أروى بنت عبد المطلب عمة رسول الله ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Medina"
229,232,Ka'b bin Jimaz(Himar) bin Tha'laba ( كعب بن جماز بن مالك ( رضي الله عنه,Comp.(RA),Natural,Medinah
230,233,"Qatada ibn al-Nu'man ( ذو العينين , قتادة بن النعمان بن زيد ( رضي الله عنه",Comp.(RA) [1st Generation],Natural,Medinah
231,234,Utba bin Rabai'a bin Khalid ( عتبة بن ربيعة بن خالد ( رضي الله عنه,Comp.(RA),Natural,Medinah
232,235,Ma'mar bin Harith bin Ma'mar ( معمر بن الحارث بن معمر ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Abyssinia, Medinah"
233,236,Amr bin Iyyas bin Zayd ( عمرو بن إياس ( رضي الله عنه,Comp.(RA),Natural,Medinah
234,237,Salma ibn al-Akwa ( سلمة بن الأكوع ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Makkah, Medinah"
235,238,Suhayl ibn 'Amr ( سهيل بن عمرو العامرية ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medinah"
236,239,Thabit bin Qays b. Shammas ( ثابت بن قيس بن الشماس الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],Martyred,Medinah
237,240,Ady bin Qays bin Hudhafa al-Sahmi ( عدي بن قيس بن حذافة السهمي ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medina"
238,241,Umayma bint Ady bin Qays bin Hudhafa ( أميمة بنت عدي بن قيس بن حذافة السهمي ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Medina"
239,242,Wahshy ibn Harb ( وحشي بن حرب الحبشي ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Makkah, Medinah, Hims, Syria"
240,243,Yasir ibn 'Amir ( ياسر بن عامر بن مالك ( رضي الله عنه,Comp.(RA),Martyred,"Makkah, Yemen"
241,244,Zaynab bint Abi Salamah ( زينب بنت أبي سلمة  ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,"Abyssinia, Medina"
242,245,Salamah bin Abi Salamah ( سلمة بن أبي سلمة بن عبدالأسد ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medina, kufah"
243,246,Umar bin Abi Salamah ( عمر بن أبي سلمة بن عبد الأسد ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Makkah, Medina, Fars, Bahrian"
244,247,Durrah bintt Abi Salamah ( درة بنت أبي سلمة بن عبدالأسد ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Medina, Abyssinia"
245,248,Duba'a bint Az-Zubair ( ضباعة بنت الزبير بن عبد المطلب الهاشمية ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,"Makkah, Medina"
246,249,Umm al-Hakam bint Az-Zubair ( أم الحكم بنت الزبير بن عبد المطلب ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,"Makkah, Medina"
247,250,Safiyya bint Az-Zubair ( صفية بنت الزبير بن عبد المطلب بن هاشم ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Medina"
248,251,Itban bin Malik bin 'Amr ( عتبان بن مالك بن عمرو بن العجلان ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,Medinah
249,252,Layla bint Ri'ab bin Hunayf ( ليلى بنت رئاب بن حنيف ( رضي الله عنها,Comp.(RA),Natural,Medinah
250,253,Asma bin Ri'ab bin Hunayf ( عصمة بن رئاب بن حنيف ( رضي الله عنه,Comp.(RA),Martyred,Medinah
251,254,Thabit bin Hazzal ( ثابت بن هزال بن عمرو ( رضي الله عنه,Comp.(RA),Martyred,Medinah
252,255,Amra bint Hazzal ( عمرة بنت هزال بن عمرو ( رضي الله عنها,Comp.(RA),Natural,Medinah
253,256,Abaan bin Sa'id ibn al-'As ( أبان بن سعيد بن العاص بن أمية ( رضي الله عنه,Comp.(RA),Martyred,"Makkah, Medinah"
254,257,Umm az-Zubayr bint Az-Zubair ( أم الزبير بنت الزبير بن عبد المطلب ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Medina"
255,258,Rabi' bin Iyas b. 'Amr ( الربيع بن إياس بن عمرو ( رضي الله عنه,Comp.(RA),Natural,Medinah
256,259,Abd' bin Jahsh ( عبد بن جحش بن رئاب ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medina"
257,260,Wazfah/Waraqa bin Iyas b. 'Amr ( وذفة بن إياس بن عمرو ( رضي الله عنه,Comp.(RA),Martyred,Medinah
258,261,Aatika bint 'Abd al-Muttalib ( عاتكة بنت عبد المطلب عمة رسول الله ( رضي الله عنها,Comp.(RA),Natural,"Makkah, Medina"
259,262,al-Mujadhar bin Ziyad b. 'Amr ( المجذر بن زياد بن عمرو ( رضي الله عنه,Comp.(RA),Martyred,Medinah
260,263,Ubada bin al-Hashas b. 'Amr ( عبدة بن الحسحاس بن عمرو ( رضي الله عنه,Comp.(RA),Martyred,Medinah
261,264,Bahhath bin Tha'laba bin Hazama ( بحاث بن ثعلبة بن خزمة ( رضي الله عنه,Comp.(RA),Natural,Medinah
262,265,Abdullah bin Tha'laba bin Hazama ( عبد الله بن ثعلبة بن خزمة ( رضي الله عنه,Comp.(RA),Natural,Medinah
263,266,Yazid bin Tha'laba bin Hazama ( يزيد بن ثعلبة بن خزمة ( رضي الله عنه,Comp.(RA),Natural,Medinah
264,267,"Abu Fakih, Aflah bin Yasar ( أبو فكيهة الجهمي مولى صفوان بن أمية ( رضي الله عنه",Comp.(RA),Natural,"Makkah, Abyssina, Medinah"
265,268,Aflah ( أفلح بن أبي القعيس،،و أخوأبي القعيس ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medinah"
266,269,Aflah ( أفلح مولى رسول الله صلى الله عليه وسلم  ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medinah"
267,270,Aflah Client of Umm Salamah ( أفلح مولى أم سلمة ( رضي الله عنه,Comp.(RA),Natural,"Makkah, Medinah"
268,271,Kharija ibn Zayd ( خارجة بن زيد بن أبى زهير ( رضي الله عنه,Comp.(RA),Martyred,Medina
269,272,Amra bint Rawaha ( عمرة بنت رواحة بن ثعلبة ( رضي الله عنها,Comp.(RA),Natural,Medinah
270,273,Simak ibn Sa'd ( سماك بن سعد بن ثعلبة ( رضي الله عنه,Comp.(RA),Natural,Medina
271,274,al-Nu'man bin Bashir ibn Sa'd ( النعمان بن بشير ( رضي الله عنه,Comp.(RA) [1st Generation],,"Medina, Syria, Kufa"
272,275,Umayya or Ubayya bint Bashir ibn Sa'd ( أميمة بنت بشير بن سعد الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medina
273,276,Khallad ibn Suwayd b. Tha'laba ( خلاد بن سويد بن ثعلبة الأنصاري ( رضي الله عنه,Comp.(RA),Martyred,Medina
274,277,al-Saib bin Khallad bin Suwayd ( السائب بن خلاد بن سويد الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],Natural,"Medina, Yemen"
275,278,Mandwas bint Khallad bin Suwayd ( مندوس بنت خلاد بن سويد الأنصاري ( رضي الله عنها,Comp.(RA),Martyred,"Medina, Yemen"
276,279,Unaysa or Nufaysa bint Qays ( أنيسة ويقال نفيسة بنت ثعلبة بن زيد ( رضي الله عنها,Comp.(RA),Natural,"Medina, Yemen"
277,280,Subay' bin Qays bin 'Aysha ( سبيع بن قيس بن عيشة ( رضي الله عنه,Comp.(RA),Martyred,Medina
278,281,Abbad bin Qays bin 'Aysha ( عباد بن قيس بن عيشة ( رضي الله عنه,Comp.(RA),Martyred,Medina
279,282,Yazid bin al-Harith ibn Qays ( يزيد بن الحارث بن قيس ( رضي الله عنه,Comp.(RA),Martyred,Medina
280,283,Hurayth bin Zayd ( حريث بن زيد بن ثعلبة ( رضي الله عنه,Comp.(RA),Natural,Medinah
281,284,Sufyan bin Nasr bin 'Amr ( سفيان بن نسر بن عمرو بن الحارث ( رضي الله عنه,Comp.(RA),Natural,Medinah
282,285,Khubayb bin Isaf ( خبيب بن إساف ( رضي الله عنه,Comp.(RA),Natural,Medinah
283,286,Jamila bint 'Abdullah ibn Ubayy ( جميلة بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),Natural,Medina
284,287,Zaynab bint Qays b. Shammas ( زينب بنت قيس بن شماس الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medinah
285,288,Unaysa bint Khubayb bin Isaf ( أنيسة بنت خبيب بن إساف ( رضي الله عنها,Comp.(RA) [1st Generation],Natural,"Medinah, Basra"
286,289,Umm Thabit bint Qays b. Shammas ( أم ثابت بنت قيس بن شماس الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medinah
287,290,Kabsha bint Waqid bin 'Amr ( كبشة بنت واقد بن عمرو الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medinah
288,291,Muhammad bin Thabit ibn Qays b. Shammas ( محمد بن ثابت بن قيس بن شماس الأنصاري ( رضي الله عنه,Comp.(RA) [1st Generation],,Medinah
289,292,Zaynab bint Thabit ibn Qays b. Shammas ( زينب بنت ثابت بن قيس بن شماس الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medinah
290,293,Abdullah bin Thabit ibn Qays b. Shammas ( عبد الله بن ثابت بن قيس بن شماس الأنصاري ( رضي الله عنه,Comp.(RA),,Medinah
291,294,Abdur Rahman bin Thabit ibn Qays ( عبد الرحمن بن ثابت بن قيس الأنصاري ( رضي الله عنه,Comp.(RA),Natural,Medinah
292,295,Yahya bin Thabit ibn Qays ( يحيى بن ثابت بن قيس بن شماس الأنصاري ( رضي الله عنه,Comp.(RA),,Medinah
293,296,Qurayba bint Zayd ( قريبة بنت زيد بن عبد ربه الأنصارية ( رضي الله عنها,Comp.(RA),Natural,Medinah
294,297,Tamim bin Ya'ar bin Qays ( تميم بن يعار بن قيس بن عدي ( رضي الله عنه,Comp.(RA),Natural,Medina
295,298,Yazid/Zayd bin al-Muzayyan bin Qays ( يزيد بن المزين بن قيس بن عدي ( رضي الله عنه,Comp.(RA),Natural,Medina
296,299,Abdullah bin 'Umair ( عبد الله بن عمير ( رضي الله عنه,Comp.(RA),Natural,Medina
297,300,Abdullah bin 'Urfuta bin 'Adi ( عبد الله بن عرفطة بن عدي بن أمية ( رضي الله عنه,Comp.(RA),Natural,Medina
298,301,Abdullah bin 'Abdullah ibn Ubayy ( عبد الله بن عبد الله بن أبي بن سلول ( رضي الله عنه,Comp.(RA),Martyred,Medina
299,302,Mulayka bint 'Abdullah ibn Ubayy ( مليكة بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),Natural,Medina
300,303,Ramla bint 'Abdullah ibn Ubayy ( رملة بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),Natural,Medina
301,304,Umm Sa'd/Sa'id bint 'Abdullah ibn Ubayy ( أم سعد بنت عبد الله بن أبي بن سلول ( رضي الله عنها,Comp.(RA),Natural,Medina
302,305,Ubada bin 'Abdullah ibn Ubayy ( عبادة بن عبد الله بن أبي بن سلول الخزرجي ( رضي الله عنه,Comp.(RA),Natural,Medina
303,306,Muhammad bin 'Abdullah ibn Ubayy ( محمد بن عبد الله بن أبي بن سلول الخزرجي ( رضي الله عنه,Comp.(RA),Natural,Medina
