narrator_id,grade,death_reason,places_of_stay,name_en,name_ar
226,Companion (RA),Natural,"Makkah, Medinah",Thabit bin As-Samit,ثابت بن الصامت بن قيس بن أصرم
227,Companion (RA) [1st Generation],Natural,"Medina, Basra, Syria",Abu Burzah al-Aslami,أبو برزة الأسلمي
228,Companion (RA),Natural,"Makkah, Medinah",Khawla bint As-Samit,خولة بنت الصامت بن قيس بن أصرم
229,Companion (RA) [1st Generation],Natural,Medinah,Abu Talha Ansari,أبو طلحة الأنصاري زيد بن سهل بن الأسود
230,Companion (RA),Natural,"Tai'f, Makkah, Medinah",Addas,عداس مولى شيبة بن ربيعة
231,Companion (RA),Natural,"Makkah, Medina",Arwa bint 'Abd al-Muttalib,أروى بنت عبد المطلب عمة رسول الله
232,Companion (RA),Natural,Medinah,Ka'b bin JimazHimar bin Tha'laba,كعب بن جماز بن مالك
233,Companion (RA) [1st Generation],Natural,Medinah,Qatada ibn al-Nu'man,"ذو العينين , قتادة بن النعمان بن زيد"
234,Companion (RA),Natural,Medinah,Utba bin Rabai'a bin Khalid,عتبة بن ربيعة بن خالد
235,Companion (RA),Natural,"Makkah, Abyssinia, Medinah",Ma'mar bin Harith bin Ma'mar,معمر بن الحارث بن معمر
236,Companion (RA),Natural,Medinah,Amr bin Iyyas bin Zayd,عمرو بن إياس
237,Companion (RA) [1st Generation],Natural,"Makkah, Medinah",Salma ibn al-Akwa,سلمة بن الأكوع
238,Companion (RA),Natural,"Makkah, Medinah",Suhayl ibn 'Amr,سهيل بن عمرو العامرية
239,Companion (RA) [1st Generation],Martyred,Medinah,Thabit bin Qays b. Shammas,ثابت بن قيس بن الشماس الأنصاري
240,Companion (RA),Natural,"Makkah, Medina",Ady bin Qays bin Hudhafa al-Sahmi,عدي بن قيس بن حذافة السهمي
241,Companion (RA),Natural,"Makkah, Medina",Umayma bint Ady bin Qays bin Hudhafa,أميمة بنت عدي بن قيس بن حذافة السهمي
242,Companion (RA) [1st Generation],Natural,"Makkah, Medinah, Hims, Syria",Wahshy ibn Harb,وحشي بن حرب الحبشي
243,Companion (RA),Martyred,"Makkah, Yemen",Yasir ibn 'Amir,ياسر بن عامر بن مالك
244,Companion (RA) [1st Generation],Natural,"Abyssinia, Medina",Zaynab bint Abi Salamah,زينب بنت أبي سلمة
245,Companion (RA),Natural,"Makkah, Medina, kufah",Salamah bin Abi Salamah,سلمة بن أبي سلمة بن عبدالأسد
246,Companion (RA) [1st Generation],Natural,"Makkah, Medina, Fars, Bahrian",Umar bin Abi Salamah,عمر بن أبي سلمة بن عبد الأسد
247,Companion (RA),Natural,"Makkah, Medina, Abyssinia",Durrah bintt Abi Salamah,درة بنت أبي سلمة بن عبدالأسد
248,Companion (RA) [1st Generation],Natural,"Makkah, Medina",Duba'a bint Az-Zubair,ضباعة بنت الزبير بن عبد المطلب الهاشمية
249,Companion (RA) [1st Generation],Natural,"Makkah, Medina",Umm al-Hakam bint Az-Zubair,أم الحكم بنت الزبير بن عبد المطلب
250,Companion (RA),Natural,"Makkah, Medina",Safiyya bint Az-Zubair,صفية بنت الزبير بن عبد المطلب بن هاشم
251,Companion (RA) [1st Generation],Natural,Medinah,Itban bin Malik bin 'Amr,عتبان بن مالك بن عمرو بن العجلان
252,Companion (RA),Natural,Medinah,Layla bint Ri'ab bin Hunayf,ليلى بنت رئاب بن حنيف
253,Companion (RA),Martyred,Medinah,Asma bin Ri'ab bin Hunayf,عصمة بن رئاب بن حنيف
254,Companion (RA),Martyred,Medinah,Thabit bin Hazzal,ثابت بن هزال بن عمرو
255,Companion (RA),Natural,Medinah,Amra bint Hazzal,عمرة بنت هزال بن عمرو
256,Companion (RA),Martyred,"Makkah, Medinah",Abaan bin Sa'id ibn al-'As,أبان بن سعيد بن العاص بن أمية
257,Companion (RA),Natural,"Makkah, Medina",Umm az-Zubayr bint Az-Zubair,أم الزبير بنت الزبير بن عبد المطلب
258,Companion (RA),Natural,Medinah,Rabi' bin Iyas b. 'Amr,الربيع بن إياس بن عمرو
259,Companion (RA),Natural,"Makkah, Medina",Abd' bin Jahsh,عبد بن جحش بن رئاب
260,Companion (RA),Martyred,Medinah,Wazfah/Waraqa bin Iyas b. 'Amr,وذفة بن إياس بن عمرو
261,Companion (RA),Natural,"Makkah, Medina",Aatika bint 'Abd al-Muttalib,عاتكة بنت عبد المطلب عمة رسول الله
262,Companion (RA),Martyred,Medinah,al-Mujadhar bin Ziyad b. 'Amr,المجذر بن زياد بن عمرو
263,Companion (RA),Martyred,Medinah,Ubada bin al-Hashas b. 'Amr,عبدة بن الحسحاس بن عمرو
264,Companion (RA),Natural,Medinah,Bahhath bin Tha'laba bin Hazama,بحاث بن ثعلبة بن خزمة
265,Companion (RA),Natural,Medinah,Abdullah bin Tha'laba bin Hazama,عبد الله بن ثعلبة بن خزمة
266,Companion (RA),Natural,Medinah,Yazid bin Tha'laba bin Hazama,يزيد بن ثعلبة بن خزمة
267,Companion (RA),Natural,"Makkah, Abyssina, Medinah","Abu Fakih, Aflah bin Yasar",أبو فكيهة الجهمي مولى صفوان بن أمية
268,Companion (RA),Natural,"Makkah, Medinah",Aflah,أفلح بن أبي القعيس،،و أخوأبي القعيس
269,Companion (RA),Natural,"Makkah, Medinah",Aflah,أفلح مولى رسول الله صلى الله عليه وسلم
270,Companion (RA),Natural,"Makkah, Medinah",Aflah Client of Umm Salamah,أفلح مولى أم سلمة
271,Companion (RA),Martyred,Medina,Kharija ibn Zayd,خارجة بن زيد بن أبى زهير
272,Companion (RA),Natural,Medinah,Amra bint Rawaha,عمرة بنت رواحة بن ثعلبة
273,Companion (RA),Natural,Medina,Simak ibn Sa'd,سماك بن سعد بن ثعلبة
274,Companion (RA) [1st Generation],,"Medina, Syria, Kufa",al-Nu'man bin Bashir ibn Sa'd,النعمان بن بشير
275,Companion (RA),Natural,Medina,Umayya or Ubayya bint Bashir ibn Sa'd,أميمة بنت بشير بن سعد الأنصارية
276,Companion (RA),Martyred,Medina,Khallad ibn Suwayd b. Tha'laba,خلاد بن سويد بن ثعلبة الأنصاري
277,Companion (RA) [1st Generation],Natural,"Medina, Yemen",al-Saib bin Khallad bin Suwayd,السائب بن خلاد بن سويد الأنصاري
278,Companion (RA),Martyred,"Medina, Yemen",Mandwas bint Khallad bin Suwayd,مندوس بنت خلاد بن سويد الأنصاري
279,Companion (RA),Natural,"Medina, Yemen",Unaysa or Nufaysa bint Qays,أنيسة ويقال نفيسة بنت ثعلبة بن زيد
280,Companion (RA),Martyred,Medina,Subay' bin Qays bin 'Aysha,سبيع بن قيس بن عيشة
281,Companion (RA),Martyred,Medina,Abbad bin Qays bin 'Aysha,عباد بن قيس بن عيشة
282,Companion (RA),Martyred,Medina,Yazid bin al-Harith ibn Qays,يزيد بن الحارث بن قيس
283,Companion (RA),Natural,Medinah,Hurayth bin Zayd,حريث بن زيد بن ثعلبة
284,Companion (RA),Natural,Medinah,Sufyan bin Nasr bin 'Amr,سفيان بن نسر بن عمرو بن الحارث
285,Companion (RA),Natural,Medinah,Khubayb bin Isaf,خبيب بن إساف
286,Companion (RA),Natural,Medina,Jamila bint 'Abdullah ibn Ubayy,جميلة بنت عبد الله بن أبي بن سلول
287,Companion (RA),Natural,Medinah,Zaynab bint Qays b. Shammas,زينب بنت قيس بن شماس الأنصارية
288,Companion (RA) [1st Generation],Natural,"Medinah, Basra",Unaysa bint Khubayb bin Isaf,أنيسة بنت خبيب بن إساف
289,Companion (RA),Natural,Medinah,Umm Thabit bint Qays b. Shammas,أم ثابت بنت قيس بن شماس الأنصارية
290,Companion (RA),Natural,Medinah,Kabsha bint Waqid bin 'Amr,كبشة بنت واقد بن عمرو الأنصارية
291,Companion (RA) [1st Generation],,Medinah,Muhammad bin Thabit ibn Qays b. Shammas,محمد بن ثابت بن قيس بن شماس الأنصاري
292,Companion (RA),Natural,Medinah,Zaynab bint Thabit ibn Qays b. Shammas,زينب بنت ثابت بن قيس بن شماس الأنصارية
293,Companion (RA),,Medinah,Abdullah bin Thabit ibn Qays b. Shammas,عبد الله بن ثابت بن قيس بن شماس الأنصاري
294,Companion (RA),Natural,Medinah,Abdur Rahman bin Thabit ibn Qays,عبد الرحمن بن ثابت بن قيس الأنصاري
295,Companion (RA),,Medinah,Yahya bin Thabit ibn Qays,يحيى بن ثابت بن قيس بن شماس الأنصاري
296,Companion (RA),Natural,Medinah,Qurayba bint Zayd,قريبة بنت زيد بن عبد ربه الأنصارية
297,Companion (RA),Natural,Medina,Tamim bin Ya'ar bin Qays,تميم بن يعار بن قيس بن عدي
298,Companion (RA),Natural,Medina,Yazid/Zayd bin al-Muzayyan bin Qays,يزيد بن المزين بن قيس بن عدي
299,Companion (RA),Natural,Medina,Abdullah bin 'Umair,عبد الله بن عمير
300,Companion (RA),Natural,Medina,Abdullah bin 'Urfuta bin 'Adi,عبد الله بن عرفطة بن عدي بن أمية
301,Companion (RA),Martyred,Medina,Abdullah bin 'Abdullah ibn Ubayy,عبد الله بن عبد الله بن أبي بن سلول
302,Companion (RA),Natural,Medina,Mulayka bint 'Abdullah ibn Ubayy,مليكة بنت عبد الله بن أبي بن سلول
303,Companion (RA),Natural,Medina,Ramla bint 'Abdullah ibn Ubayy,رملة بنت عبد الله بن أبي بن سلول
304,Companion (RA),Natural,Medina,Umm Sa'd/Sa'id bint 'Abdullah ibn Ubayy,أم سعد بنت عبد الله بن أبي بن سلول
305,Companion (RA),Natural,Medina,Ubada bin 'Abdullah ibn Ubayy,عبادة بن عبد الله بن أبي بن سلول الخزرجي
306,Companion (RA),Natural,Medina,Muhammad bin 'Abdullah ibn Ubayy,محمد بن عبد الله بن أبي بن سلول الخزرجي
307,Companion (RA),Natural,Medina,Ma'mar bin 'Abdullah ibn Ubayy,معمر بن عبد الله بن أبي بن سلول الخزرجي
308,Companion (RA),Natural,Medina,Abdullah bin 'Abs,عبد الله بن عبس
309,Companion (RA),Natural,Medina,Umm Malik bint Ubayy bin Malik,أم مالك بنت أبي بن مالك الأنصارية
310,Companion (RA),Natural,"Medina, Iraq",Zayd bin Wadi'a b. 'Amr,زيد بن وديعة بن عمرو بن قيس
311,Companion (RA),Natural,"Medina, Iraq",Zaynab bint Sahl bin al-Sa'b,زينب بنت سهل بن الصعب بن قيس
312,Companion (RA),Martyred,Medina,Rifa'a bin 'Amr bin Zayd,رفاعة بن عمرو بن زيد بن عمرو
313,Companion (RA),Natural,Medina,Ma'bad bin 'Abbad b. Qushayr,أبو حميضة/معبد بن عباد بن قشير بن العدم
314,Companion (RA),Natural,Medina,Mu'adha bint 'Abdullah bin 'Amr,معاذة بنت عبد الله بن عمرو
315,Companion (RA),Natural,Medina,Aws bin Khawli,أوس بن خولى بن عبد الله بن الحارث
316,Companion (RA),Natural,Medina,Khawla bint Khawli,خولة بنت خولى بن عبد الله الأنصارية
317,Companion (RA),Natural,Medina,Fushum bint Aws bin Khawli,فسحم بنت أوس بن خولي
318,Companion (RA),Natural,Medina,Abdullah bin Rabi' bin Qays,عبد الله بن الربيع بن قيس بن عمرو
319,Companion (RA),Natural,Medina,Na'ila bint Rabi' bin Qays,نائلة بنت الربيع بن قيس بن عامر
320,Companion (RA),Natural,"Medina, Kufa",Abu Zayd al-Ansari,أبو زيد الأنصاري
321,Companion (RA) [1st Generation],Natural,Medinah,Rafi' bin Malik bin al-'Ajlan,رافع بن مالك بن العجلان
322,Companion (RA),Natural,Medinah,Malik bin Rafi' bin Malik,مالك بن رافع بن مالك بن العجلان
323,Companion (RA) [1st Generation],Natural,Medinah,Rifa'a bin Rafi' bin Malik bin al-'Ajlan,رفاعة بن رافع بن مالك بن العجلان
324,Companion (RA),Natural,Medinah,Khallad bin Rafi' bin Malik,خلاد بن رافع بن مالك بن العجلان
325,Companion (RA) [1st Generation],Natural,Medinah,Yahya bin Khallad bin Rafi' bin Malik,يحيى بن خلاد بن رافع بن مالك
326,Companion (RA),Natural,Medinah,Umm Rafi' bint 'Uthman ibn Khalida,أم رافع بنت عثمان الزرقية
327,Companion (RA),Natural,Medinah,Umama bint 'Uthman ibn Khalida,أمامة بنت عثمان بن خالدة الأنصارية الزرق
328,Companion (RA),Natural,"Makkah, Abyssinia, Medina",Al Aswad bin Nawfal,الأسود بن نوفل بن خويلد
329,Companion (RA),Martyred,"Makkah, Medinah",Amir ibn al-Akwa',عامر بن الأكوع
330,Companion (RA),Martyred,Medina,Thabit bin Khalid bin al-Nu'man,ثابت بن خالد بن النعمان
331,Companion (RA),Martyred,Medina,Umara bin Hazm ibn Zayd,عمارة بن حزم بن زيد
332,Companion (RA),Natural,Medina,Suraqa bin Ka'b bin 'Amr,سراقة بن كعب بن عمرو
333,Companion (RA),Natural,Medina,Haritha bin al-Nu'man,حارثة بن النعمان بن نفع
334,Companion (RA),Natural,Medinah,Sulaym bin Qays bin Qahd,سليم بن قيس بن قهد
335,Companion (RA),Natural,Medinah,Suhayl bin Rafi',سهيل بن رافع بن أبي عمرو
336,Companion (RA) [1st Generation],Natural,Medinah,Mas'ud bin Aws bin Zayd,مسعود بن أوس بن زيد
337,Companion (RA),Natural,Medina,Abu Khuzayma bin Aws bin Zayd,أبو خزيمة بن أوس بن زيد
338,Companion (RA),Natural,Medina,Rafi' bin al-Harith bin Sawad,رافع بن الحارث بن سواد
339,Companion (RA),Natural,Medinah,Sahl bin Rafi',سهل بن رافع بن أبي عمرو
340,Companion (RA),Natural,Medina,al-Nu'man bin 'Amr bin Rifa'a,النعمان بن عمرو بن رفاعة
341,Companion (RA),Martyred,Medina,Amir bin Mukhallad,عامر بن مخلد بن الحارث
342,Companion (RA),Martyred,Medina,Abdullah bin Qays,عبد الله بن قيس بن خلدة
343,Companion (RA),Martyred,Medina,Thabit bin 'Amr bin Zayd,ثابت بن عمرو بن زيد
344,Companion (RA),Natural,Medina,Rabi'a bin 'Amr,ربيعة بن عمرو
345,Companion (RA),Natural,Medina,Adi bin al-Zaghba',عدي بن أبي الزغباء الجهني
346,Companion (RA),Natural,Medina,Wadi'a bin 'Amr,وديعة/رفاعة بن عمر
347,Companion (RA),Natural,Medina,Usayma,عصيمة الأشجعي حليف بني النجار
348,Companion (RA),Natural,Medina,Abu al-Hamra,أبو الحمراء مولى الحارث بن رفاعة
349,Companion (RA),Martyred,Medina,Ubbay bin Mua'dh bin Anas,أبي بن معاذ بن أنس
350,Companion (RA),Martyred,Medina,Anas bin Mua'dh bin Anas,أنس بن معاذ بن أنس
351,Companion (RA),Natural,Medina,Aus bin Thabit,أوس بن ثابت بن المنذر
352,Companion (RA),Martyred,Medinah,Abu Shaykh bin Thabit,"أبو شيخ , أبي بن ثابت"
353,Companion (RA),Natural,Medinah,Asma bin al-Husain bin Wabara,عصمة بن الحصين بن وبرة
354,Companion (RA) [3rd Generation],Natural,Medina,Bujayr bin Abi Bujayr,بجير بن أبي بجير العبسي
355,Companion (RA) [1st Generation],Martyred,Medina,Tha'laba bin 'Amr bin Mihsan,ثعلبة بن عمرو بن محصن
356,Companion (RA),Martyred,Medina,al-Harith bin al-Samma,الحارث بن الصمة بن عمرو
357,Companion (RA),Natural,Medina,Sahl bin 'Atik,سهل بن عتيك بن النعمان
358,Companion (RA),Martyred,Medina,Abu Akhzam/Ahzam bin 'Atik,"أبو أخزم , الحارث بن عتيك بن النعمان"
359,Companion (RA) [1st Generation],,Medina,Abu 'Amra bin 'Amr bin Mihsan,أبو عمرة الأنصاري النجاري
360,Companion (RA),Martyred,Medina,Haritha bin Suraqa,حارثة بن سراقة بن الحارث الأنصاري
361,Companion (RA),Natural,Medina,Amr bin Tha'laba,عمرو بن ثعلبة بن وهب الأنصاري
362,Companion (RA),Natural,Medinah,Muhriz bin 'Amir bin Malik,محرز بن عامر بن مالك
363,Companion (RA),Martyred,Medinah,Salit bin Qays bin 'Amr,سليط بن قيس بن عمرو
364,Companion (RA),Natural,Medinah,Abu Salit bin 'Amr bin Qays,"أبو سليط , أسيرة بن عمرو"
365,Companion (RA),Martyred,Medinah,Amir bin Umayya bin Zayd,عامر بن أمية بن زيد
366,Companion (RA),Natural,Medinah,Thabit bin Khansa',ثابت بن خنساء بن عمرو
367,Companion (RA),Martyred,Medinah,Qays bin al-Sakan bin Qays,قيس بن السكن بن قيس
368,Companion (RA),Natural,Medinah,Abu'l-Awwar bin al-Harith bin Zalim,"أبو الأعور , كعب بن الحارث بن ظالم"
369,Companion (RA),Natural,Medinah,Sawad/Sawwad bin Ghaziya,سواد بن غزية الأنصاري
370,Companion (RA),Natural,Medina,"Abu Da'ud, 'Umayr bin 'Amir",أبو داود/ عمير بن عامر
371,Companion (RA),Martyred,Medina,Qays bin Mukhallad,قيس بن مخلد بن ثعلبة بن صخر
372,Companion (RA),Natural,Medina,Usayma,عصيمة حليف من بني أسد بن خزيمة
373,Companion (RA),Martyred,Medina,Kaysan,كيسان مولى بني مازن بن النجار
374,Companion (RA),Martyred,Medinah,al-Nu'man bin 'Abdu 'Amr bin Mas'ud,النعمان بن عبد عمرو بن مسعود
375,Companion (RA),Natural,Medinah,al-Dahhak bin 'Abdu 'Amr bin Mas'ud,الضحاك بن عبد عمرو بن مسعود
376,Companion (RA),Natural,Medinah,Jabir bin Khalid bin Mas'ud,جابر بن خالد بن مسعود
377,Companion (RA),Martyred,Medinah,Ka'b bin Zayd bin Qays bin Malik,كعب بن زيد بن قيس
378,Companion (RA),Martyred,Medinah,Sulaym bin al-Harith bin Tha'laba,سليم بن الحارث بن ثعلبة
379,Companion (RA),Natural,Medinah,Sa'id/Sa'd bin Suhayl bin Malik,سعيد بن سهيل بن مالك بن كعب
380,Companion (RA),Natural,Medinah,Amr bin Qays bin Malik,عمرو بن قيس بن مالك بن كعب
